scenario,utilization,subgroup,n_seeds,mean_wait_avg,mean_wait_ci_lo,mean_wait_ci_hi,P90_avg,P90_ci_lo,P90_ci_hi,P95_avg,P95_ci_lo,P95_ci_hi
ai_only,1.0,A,30,0.11405853617359002,0.10666778920022428,0.12197929589275505,0.0,0.0,0.0,0.6316666666666606,0.4633333333333212,0.7967083333333214
ai_only,1.0,B,30,0.0536707641855858,0.04904024341825102,0.05840705227591505,0.0,0.0,0.0,0.0,0.0,0.0
ai_only,1.1,A,30,0.12113544817981516,0.1143185735298093,0.12823887654812896,0.0,0.0,0.0,0.7016666666666425,0.5449999999999658,0.84999999999997
ai_only,1.1,B,30,0.08068615143433822,0.0761572005735214,0.08575261927649591,0.0,0.0,0.0,0.03333333333333333,0.0,0.1
ai_only,1.2,A,30,0.11639529076696965,0.10978353873724234,0.12339583866156958,0.0,0.0,0.0,0.7233333333333273,0.5466666666666545,0.8666666666666667
ai_only,1.2,B,30,0.08634124336404851,0.08095902731772839,0.09118582608698092,0.0,0.0,0.0,0.03333333333333333,0.0,0.1
