subgroup,n,mean_wait,median_wait,P90,P95,urgent_breach_rate,same_day_rate,within_3d_rate,within_14d_rate,high_risk_same_day_share,run,seed,scenario,utilization
A,2031,0.0763170851797144,0.0,0.0,0.0,0.001477104874446,0.9537173806006892,0.9965534219596258,1.0,1.0,run_seed_321_hash_6135dc5a,321,hybrid,1.2
B,1826,0.0558598028477546,0.0,0.0,0.0,0.0010952902519167,0.9698795180722892,0.9961664841182912,1.0,1.0,run_seed_321_hash_6135dc5a,321,hybrid,1.2
A,2407,0.1246364769422517,0.0,0.0,1.0,0.0008309098462816,0.9351890319900292,0.992106356460324,1.0,1.0,run_seed_306_hash_e4b578ce,306,hybrid,1.1
B,1787,0.0850587576944599,0.0,0.0,0.0,0.0022383883603805,0.9602686066032456,0.9932848349188584,1.0,1.0,run_seed_306_hash_e4b578ce,306,hybrid,1.1
A,2258,0.1138175376439326,0.0,0.0,1.0,0.0022143489813994,0.9459698848538528,0.9929140832595216,1.0,1.0,run_seed_327_hash_e4b578ce,327,hybrid,1.1
B,1973,0.0957932083122149,0.0,0.0,0.0,0.0015205271160669,0.9589457678661936,0.9939178915357324,1.0,1.0,run_seed_327_hash_e4b578ce,327,hybrid,1.1
A,2629,0.0947128185621909,0.0,0.0,1.0,0.00152149106124,0.9490300494484596,0.99391403575504,0.99961962723469,1.0,run_seed_310_hash_7ac9b09e,310,hybrid,1.0
B,2021,0.0578921326076199,0.0,0.0,0.0,0.0,0.9693221177634834,0.9960415635823848,1.0,1.0,run_seed_310_hash_7ac9b09e,310,hybrid,1.0
A,2248,0.1165480427046263,0.0,0.0,1.0,0.0017793594306049,0.945729537366548,0.9937722419928826,1.0,1.0,run_seed_311_hash_e4b578ce,311,hybrid,1.1
B,1960,0.0831632653061224,0.0,0.0,0.0,0.0005102040816326,0.9596938775510204,0.9964285714285714,1.0,1.0,run_seed_311_hash_e4b578ce,311,hybrid,1.1
A,2604,0.0771889400921659,0.0,0.0,0.0,0.0011520737327188,0.9619815668202764,0.9946236559139784,1.0,1.0,run_seed_323_hash_7ac9b09e,323,hybrid,1.0
B,2092,0.0530592734225621,0.0,0.0,0.0,0.0009560229445506,0.9703632887189292,0.9966539196940728,1.0,1.0,run_seed_323_hash_7ac9b09e,323,hybrid,1.0
A,2554,0.1096319498825372,0.0,0.0,0.0,0.0027407987470634,0.9526233359436178,0.9917776037588096,0.999608457321848,1.0,run_seed_309_hash_7ac9b09e,309,hybrid,1.0
B,2143,0.0667288847410172,0.0,0.0,0.0,0.0004666355576294,0.9696686887540832,0.996266915538964,0.9995333644423704,1.0,run_seed_309_hash_7ac9b09e,309,hybrid,1.0
A,2288,0.1053321678321678,0.0,0.0,1.0,0.0017482517482517,0.94493006993007,0.9938811188811189,1.0,1.0,run_seed_319_hash_e4b578ce,319,hybrid,1.1
B,1939,0.0892212480660134,0.0,0.0,0.0,0.001031459515214,0.9597730789066528,0.9917483238782878,1.0,1.0,run_seed_319_hash_e4b578ce,319,hybrid,1.1
A,2637,0.1171786120591581,0.0,0.0,1.0,0.0015168752370117,0.9404626469472884,0.9946909366704588,0.999620781190747,1.0,run_seed_303_hash_7ac9b09e,303,hybrid,1.0
B,2078,0.0524542829643888,0.0,0.0,0.0,0.0,0.9701636188642926,0.9975938402309912,1.0,1.0,run_seed_303_hash_7ac9b09e,303,hybrid,1.0
A,2026,0.1456071076011846,0.0,0.0,1.0,0.0029615004935834,0.9318854886475816,0.9901283316880553,1.0,1.0,run_seed_306_hash_6135dc5a,306,hybrid,1.2
B,1799,0.0944969427459699,0.0,0.0,0.0,0.0005558643690939,0.9571984435797666,0.9933296275708728,1.0,1.0,run_seed_306_hash_6135dc5a,306,hybrid,1.2
A,2558,0.1231430805316653,0.0,0.0,1.0,0.0031274433150899,0.9472243940578576,0.9898358092259578,1.0,1.0,run_seed_301_hash_7ac9b09e,301,hybrid,1.0
B,2123,0.0612341026848798,0.0,0.0,0.0,0.0023551577955723,0.970325011775789,0.9943476212906264,1.0,1.0,run_seed_301_hash_7ac9b09e,301,hybrid,1.0
A,1999,0.1605802901450725,0.0,0.0,1.0,0.0030015007503751,0.9449724862431216,0.9854927463731866,1.0,1.0,run_seed_319_hash_6135dc5a,319,hybrid,1.2
B,1814,0.1025358324145534,0.0,0.0,0.0,0.0011025358324145,0.9575523704520396,0.9906284454244764,1.0,1.0,run_seed_319_hash_6135dc5a,319,hybrid,1.2
A,2639,0.0962485790071997,0.0,0.0,0.0,0.0015157256536566,0.951496779082986,0.9920424403183024,1.0,1.0,run_seed_312_hash_7ac9b09e,312,hybrid,1.0
B,2090,0.0483253588516746,0.0,0.0,0.0,0.0004784688995215,0.9732057416267944,0.9976076555023924,1.0,1.0,run_seed_312_hash_7ac9b09e,312,hybrid,1.0
A,2626,0.1435643564356435,0.0,0.0,1.0,0.0022848438690022,0.9405940594059404,0.9893373952779894,0.9996191926884996,1.0,run_seed_318_hash_7ac9b09e,318,hybrid,1.0
B,2083,0.0451272203552568,0.0,0.0,0.0,0.0009601536245799,0.9783965434469516,0.9966394623139704,1.0,1.0,run_seed_318_hash_7ac9b09e,318,hybrid,1.0
