subgroup,n,mean_wait,median_wait,P90,P95,urgent_breach_rate,same_day_rate,within_3d_rate,within_14d_rate,high_risk_same_day_share,run,seed,scenario,utilization
A,2630,0.082509505703422,0.0,0.0,0.0,0.0003802281368821,0.955893536121673,0.9958174904942966,0.999619771863118,1.0,run_seed_302_hash_64beb8db,302,baseline,1.0
B,2059,0.0412821758135017,0.0,0.0,0.0,0.0,0.97425934919864,0.9985429820301116,1.0,1.0,run_seed_302_hash_64beb8db,302,baseline,1.0
A,2695,0.1053803339517625,0.0,0.0,1.0,0.0018552875695732,0.9495361781076068,0.9922077922077922,0.9996289424860854,1.0,run_seed_311_hash_64beb8db,311,baseline,1.0
B,1953,0.0527393753200204,0.0,0.0,0.0,0.0005120327700972,0.9779825908858168,0.9969278033794164,0.9994879672299029,1.0,run_seed_311_hash_64beb8db,311,baseline,1.0
A,2065,0.111864406779661,0.0,0.0,1.0,0.0014527845036319,0.94818401937046,0.9941888619854722,0.9995157384987894,1.0,run_seed_309_hash_e481da2f,309,baseline,1.2
B,1759,0.0682205798749289,0.0,0.0,0.0,0.000568504832291,0.9670267197271176,0.9954519613416714,0.9994314951677088,1.0,run_seed_309_hash_e481da2f,309,baseline,1.2
A,2076,0.1271676300578034,0.0,0.0,1.0,0.0024084778420038,0.9378612716763006,0.9918111753371868,1.0,1.0,run_seed_304_hash_e481da2f,304,baseline,1.2
B,1768,0.1040723981900452,0.0,0.0,0.0,0.001131221719457,0.95079185520362,0.9937782805429864,1.0,1.0,run_seed_304_hash_e481da2f,304,baseline,1.2
A,2606,0.0986185725249424,0.0,0.0,0.0,0.0011511895625479,0.9562547966231773,0.9915579432079816,1.0,1.0,run_seed_322_hash_64beb8db,322,baseline,1.0
B,2058,0.0515063168124392,0.0,0.0,0.0,0.0,0.9747327502429544,0.9970845481049564,1.0,1.0,run_seed_322_hash_64beb8db,322,baseline,1.0
A,2250,0.104,0.0,0.0,0.5499999999997272,0.0008888888888888,0.9497777777777778,0.992,1.0,1.0,run_seed_316_hash_e0cd5d01,316,baseline,1.1
B,1969,0.0777044184865413,0.0,0.0,0.0,0.0015236160487557,0.9608938547486032,0.994413407821229,1.0,1.0,run_seed_316_hash_e0cd5d01,316,baseline,1.1
A,2288,0.104020979020979,0.0,0.0,0.0,0.0017482517482517,0.9532342657342656,0.993444055944056,1.0,1.0,run_seed_323_hash_e0cd5d01,323,baseline,1.1
B,1924,0.081081081081081,0.0,0.0,0.0,0.001039501039501,0.9610187110187112,0.9948024948024948,1.0,1.0,run_seed_323_hash_e0cd5d01,323,baseline,1.1
A,2083,0.0979356697071531,0.0,0.0,0.0,0.0009601536245799,0.9524723955832932,0.9918386941910706,1.0,1.0,run_seed_325_hash_e481da2f,325,baseline,1.2
B,1777,0.0714687675858188,0.0,0.0,0.0,0.0011254924029262,0.9651097355092854,0.9938097917839056,1.0,1.0,run_seed_325_hash_e481da2f,325,baseline,1.2
A,2621,0.1167493323159099,0.0,0.0,1.0,0.001526135062953,0.9454406714994276,0.991606257153758,1.0,1.0,run_seed_323_hash_64beb8db,323,baseline,1.0
B,2065,0.0547215496368038,0.0,0.0,0.0,0.0,0.9694915254237289,0.997094430992736,1.0,1.0,run_seed_323_hash_64beb8db,323,baseline,1.0
A,2044,0.1110567514677103,0.0,0.0,1.0,0.0019569471624266,0.9408023483365948,0.9946183953033269,1.0,1.0,run_seed_305_hash_e481da2f,305,baseline,1.2
B,1795,0.0863509749303621,0.0,0.0,0.0,0.0,0.9598885793871866,0.9944289693593314,1.0,1.0,run_seed_305_hash_e481da2f,305,baseline,1.2
A,2602,0.1322059953881629,0.0,0.0,0.949999999999818,0.0003843197540353,0.9496541122213682,0.9896233666410452,1.0,1.0,run_seed_328_hash_64beb8db,328,baseline,1.0
B,2073,0.0656054027978774,0.0,0.0,0.0,0.0019295706705258,0.9681620839363242,0.9932465026531596,1.0,1.0,run_seed_328_hash_64beb8db,328,baseline,1.0
A,2542,0.1325727773406766,0.0,0.0,1.0,0.0003933910306845,0.938630999213218,0.991345397324941,1.0,1.0,run_seed_309_hash_64beb8db,309,baseline,1.0
B,2130,0.0455399061032863,0.0,0.0,0.0,0.0004694835680751,0.9769953051643192,0.9976525821596244,1.0,1.0,run_seed_309_hash_64beb8db,309,baseline,1.0
A,2096,0.1335877862595419,0.0,0.0,1.0,0.0014312977099236,0.9470419847328244,0.9895038167938932,0.9995229007633588,1.0,run_seed_303_hash_e481da2f,303,baseline,1.2
B,1748,0.0749427917620137,0.0,0.0,0.0,0.0017162471395881,0.9622425629290616,0.9937070938215103,1.0,1.0,run_seed_303_hash_e481da2f,303,baseline,1.2
